"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel","A","B","C","D","E","F","G","A_ind","B_ind","C_ind","D_ind","E_ind","F_ind","G_ind"
31,"aligned","far-anchor",6,0,1,"50",50,"line",56,"D",2,17,13,31,4,27,6,5,6,0,4,2,1,3
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"line",56,"A",25,8,10,7,15,14,21,2,3,5,1,0,4,6
24,"far-from-aligned","near-anchor",1,5,1,"50",45,"line",56,"B",6,24,13,8,15,9,25,6,4,2,0,1,3,5
30,"near-aligned","far-anchor",5,3,0,"0",3,"line",56,"B",22,30,3,5,7,6,27,4,1,0,3,2,6,5
42,"far-from-aligned","far-anchor",8,5,2,"50",13,"pie",56,"D",7,15,14,42,13,6,3,6,3,4,1,0,5,2
24,"near-aligned","near-anchor",1,1,1,"25",2,"line",56,"F",14,20,9,28,2,24,3,5,3,4,6,0,1,2
18,"far-from-aligned","far-anchor",7,6,2,"50",38,"line",56,"B",17,18,11,13,14,4,23,6,3,1,4,5,2,0
36,"aligned","far-anchor",11,0,1,"0",0,"line",56,"C",9,11,36,7,18,8,11,6,5,0,3,1,2,4
17,"near-aligned","far-anchor",8,3,2,"50",47,"line",56,"E",13,25,27,7,17,1,10,0,5,1,2,3,4,6
29,"near-aligned","near-anchor",4,2,1,"100",69,"line",56,"C",6,11,29,2,24,20,8,1,0,5,6,4,2,3
29,"far-from-aligned","near-anchor",4,10,1,"25",35,"pie",57,"G",2,21,11,2,22,13,29,6,4,0,2,1,5,3
43,"near-aligned","far-anchor",7,4,2,"50",11,"line",57,"F",6,8,11,11,19,43,2,5,2,0,4,6,1,3
30,"near-aligned","far-anchor",5,1,0,"50",19,"pie",57,"F",12,14,23,6,10,30,5,6,0,5,4,3,2,1
50,"aligned","anchor",0,0,0,"25 and 75",25,"line",57,"F",13,8,10,4,3,50,12,1,0,6,2,5,3,4
47,"near-aligned","near-anchor",3,3,2,"50",6,"line",57,"B",22,47,4,12,6,6,3,4,1,3,5,0,6,2
46,"far-from-aligned","near-anchor",4,7,1,"25",18,"line",57,"D",3,8,9,46,4,16,14,4,6,3,2,0,5,1
17,"aligned","far-anchor",8,0,2,"100",83,"line",57,"B",21,17,4,30,12,2,14,0,6,5,2,3,4,1
20,"far-from-aligned","far-anchor",5,7,0,"50",37,"line",57,"F",23,7,10,12,21,20,7,1,2,5,4,6,3,0
17,"aligned","far-anchor",8,0,2,"25",8,"line",57,"D",19,13,16,17,8,19,8,6,5,4,1,0,3,2
29,"aligned","near-anchor",4,0,1,"0",0,"line",57,"C",10,16,29,10,18,6,11,2,1,0,4,6,3,5
36,"near-aligned","far-anchor",11,4,1,"25",21,"line",57,"C",5,21,36,8,9,12,9,6,5,2,3,4,0,1
17,"near-aligned","far-anchor",8,4,2,"75 and 100",79,"pie",57,"G",4,10,24,21,3,21,17,6,2,1,3,0,4,5
50,"far-from-aligned","anchor",0,8,0,"25 and 75",17,"line",57,"C",9,7,50,3,5,14,12,5,6,2,0,4,1,3
44,"aligned","far-anchor",6,0,1,"25",25,"line",57,"C",1,5,44,22,11,8,9,5,2,3,6,0,4,1
32,"aligned","far-anchor",7,0,2,"50",50,"pie",57,"D",2,7,7,32,16,22,14,5,2,3,4,6,1,0
52,"near-aligned","far-anchor",2,2,2,"0",2,"pie",57,"F",2,14,2,12,11,52,7,3,5,0,4,6,1,2
51,"aligned","far-anchor",1,0,1,"0",0,"pie",57,"B",12,51,4,9,8,4,12,5,0,6,1,4,2,3
54,"far-from-aligned","far-anchor",4,8,1,"0",8,"pie",57,"E",9,2,8,5,54,12,10,2,4,0,6,1,3,5
23,"far-from-aligned","near-anchor",2,10,2,"50",40,"pie",57,"F",2,7,9,22,21,23,16,1,4,6,2,5,3,0
38,"aligned","far-anchor",12,0,2,"25",25,"pie",57,"F",7,9,9,18,6,38,13,1,5,3,0,4,2,6
31,"far-from-aligned","far-anchor",6,5,1,"75",39,"pie",57,"G",24,11,13,6,10,5,31,2,5,4,6,0,1,3
48,"far-from-aligned","near-anchor",2,9,2,"75",36,"line",57,"A",48,6,4,20,7,6,9,4,3,0,2,6,1,5
23,"near-aligned","near-anchor",2,4,2,"75",71,"pie",57,"E",25,3,17,6,23,13,13,3,2,1,6,5,4,0
26,"near-aligned","near-anchor",1,1,1,"50",51,"pie",57,"C",18,11,26,10,12,10,13,2,5,4,0,6,3,1
47,"far-from-aligned","near-anchor",3,10,2,"25",15,"pie",57,"F",6,17,12,4,9,47,5,1,3,5,4,0,2,6
23,"aligned","near-anchor",2,0,2,"0",0,"pie",57,"F",12,22,6,10,15,23,12,1,6,3,2,5,0,4
44,"near-aligned","far-anchor",6,4,1,"75",35,"line",57,"E",8,6,5,11,44,13,13,5,0,3,2,4,1,6
18,"near-aligned","far-anchor",7,2,2,"25",5,"pie",57,"G",3,2,20,31,21,5,18,6,3,2,4,5,0,1
49,"aligned","near-anchor",1,0,1,"50",1,"line",57,"G",4,6,10,1,6,24,49,2,5,3,0,6,4,1
25,"far-from-aligned","anchor",0,12,0,"75 and 100",63,"line",57,"D",16,22,12,25,7,6,12,1,0,3,5,4,2,6
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"pie",57,"D",19,5,17,25,14,11,9,4,0,1,2,6,5,3
22,"aligned","near-anchor",3,0,2,"0",0,"pie",57,"G",9,11,12,18,12,16,22,1,3,5,2,6,4,0
31,"aligned","far-anchor",6,0,1,"75",44,"line",57,"E",13,8,24,18,31,1,5,2,0,6,3,4,5,1
37,"far-from-aligned","far-anchor",12,6,2,"50",56,"line",57,"A",37,14,13,10,16,3,7,5,4,3,1,2,0,6
43,"near-aligned","far-anchor",7,1,2,"100",56,"pie",57,"C",5,20,43,19,3,1,9,3,1,5,2,0,6,4
21,"near-aligned","near-anchor",4,4,1,"25",21,"line",57,"C",25,10,21,16,5,12,11,5,0,2,4,6,3,1
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",57,"D",10,21,19,25,6,7,12,3,2,5,4,6,0,1
25,"near-aligned","anchor",0,1,0,"50 and 75",49,"pie",57,"A",25,5,21,18,8,5,18,4,5,6,2,3,1,0
55,"aligned","far-anchor",5,0,0,"25",25,"line",57,"D",10,2,3,55,4,12,14,2,6,1,3,4,0,5
26,"far-from-aligned","near-anchor",1,11,1,"50",13,"line",57,"C",13,5,26,6,26,7,17,0,5,1,4,6,3,2
18,"far-from-aligned","far-anchor",7,6,2,"75",69,"line",57,"A",18,14,5,13,23,25,2,5,2,0,6,1,4,3
27,"aligned","near-anchor",2,0,2,"0",0,"line",57,"E",7,13,9,11,27,17,16,6,2,1,5,0,4,3
34,"aligned","far-anchor",9,0,1,"100",66,"pie",57,"B",19,34,12,6,18,5,6,2,6,5,1,0,4,3
31,"far-from-aligned","far-anchor",6,6,1,"25",31,"pie",57,"C",18,8,31,9,4,12,18,0,4,3,2,1,5,6
34,"aligned","far-anchor",9,0,1,"50",16,"pie",57,"C",16,14,34,2,16,7,11,5,4,1,3,0,2,6
22,"far-from-aligned","near-anchor",3,9,2,"75",62,"line",57,"B",2,22,16,5,6,38,11,3,5,6,4,0,2,1
32,"far-from-aligned","far-anchor",7,8,2,"75",35,"line",57,"A",32,7,10,18,18,8,7,3,6,0,5,1,4,2
46,"near-aligned","near-anchor",4,2,1,"0 and 50",2,"line",57,"E",12,1,13,19,46,2,7,5,2,3,6,1,0,4
26,"far-from-aligned","near-anchor",1,7,1,"25",32,"line",57,"F",4,11,3,14,24,26,18,5,1,2,4,6,3,0
50,"near-aligned","anchor",0,1,0,"50 and 100",49,"line",57,"A",50,1,10,7,8,19,5,5,6,3,2,1,0,4
44,"aligned","far-anchor",6,0,1,"0",0,"pie",57,"D",10,17,3,44,10,11,5,2,5,4,0,6,3,1
21,"near-aligned","near-anchor",4,1,1,"25",24,"line",57,"B",6,21,11,13,6,21,22,4,2,1,0,3,5,6
40,"far-from-aligned","far-anchor",10,6,0,"25",19,"line",57,"F",7,3,12,13,15,40,10,0,3,1,4,5,2,6
28,"far-from-aligned","near-anchor",3,6,2,"75",41,"pie",57,"G",12,23,7,12,9,9,28,6,0,4,5,1,2,3
17,"far-from-aligned","far-anchor",8,5,2,"25",20,"pie",57,"C",3,20,17,25,17,6,12,4,0,1,2,5,6,3
36,"near-aligned","far-anchor",11,4,1,"50",10,"line",57,"F",10,7,8,2,32,36,5,0,4,5,3,2,1,6
25,"far-from-aligned","anchor",0,9,0,"25 and 50",16,"pie",57,"D",6,19,12,25,20,2,16,2,6,4,1,3,5,0
48,"near-aligned","near-anchor",2,4,2,"25",21,"line",57,"D",11,14,5,48,7,7,8,4,1,3,2,0,6,5
22,"aligned","near-anchor",3,0,2,"50",50,"pie",57,"C",10,11,22,12,16,18,11,2,0,4,5,6,1,3
54,"near-aligned","far-anchor",4,1,1,"0",1,"line",57,"F",5,6,3,14,17,54,1,5,6,4,3,2,1,0
28,"near-aligned","near-anchor",3,3,2,"25",28,"pie",57,"F",4,21,6,13,9,28,19,4,5,3,6,1,2,0
32,"far-from-aligned","far-anchor",7,9,2,"25 and 75",34,"line",57,"D",10,25,2,32,10,7,14,6,0,2,3,5,1,4
17,"near-aligned","far-anchor",8,4,2,"50",46,"line",57,"A",17,19,11,4,21,22,6,3,0,5,4,2,6,1
34,"near-aligned","far-anchor",9,2,1,"50",48,"line",57,"E",8,8,6,14,34,10,20,0,6,3,2,4,5,1
48,"aligned","near-anchor",2,0,2,"50",50,"pie",57,"F",2,11,23,6,4,48,6,6,0,1,3,4,5,2
36,"far-from-aligned","far-anchor",11,6,1,"25",31,"pie",57,"C",14,13,36,11,8,4,14,4,2,3,6,5,1,0
23,"far-from-aligned","near-anchor",2,5,2,"25",20,"line",57,"A",23,7,16,7,7,4,36,2,3,1,4,6,0,5
28,"near-aligned","near-anchor",3,1,2,"100",71,"line",57,"D",1,5,10,28,24,9,23,6,2,3,5,1,0,4
20,"near-aligned","far-anchor",5,3,0,"25",22,"pie",57,"B",13,20,17,5,7,29,9,5,2,1,0,4,6,3
24,"aligned","near-anchor",1,0,1,"75",75,"line",57,"F",6,1,29,8,24,24,8,4,6,1,0,3,5,2
49,"aligned","near-anchor",1,0,1,"50",1,"line",57,"A",49,15,13,8,3,1,11,1,6,5,3,4,0,2
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",57,"E",5,2,14,16,25,9,29,2,4,6,5,0,1,3
53,"far-from-aligned","far-anchor",3,10,2,"100",37,"line",57,"C",6,10,53,3,5,10,13,0,6,5,4,3,2,1
16,"far-from-aligned","far-anchor",9,6,1,"75",69,"pie",57,"C",10,17,16,15,4,15,23,0,3,5,6,1,2,4
38,"far-from-aligned","far-anchor",12,6,2,"50",44,"pie",57,"G",14,18,3,9,17,1,38,2,3,0,1,5,6,4
33,"near-aligned","far-anchor",8,2,2,"25",23,"pie",57,"A",33,10,22,10,19,2,4,2,3,4,5,0,6,1
49,"far-from-aligned","near-anchor",1,9,1,"25",16,"pie",57,"F",10,12,10,14,1,49,4,4,0,3,5,6,2,1
24,"aligned","near-anchor",1,0,1,"25",1,"pie",57,"B",8,24,16,12,17,22,1,5,1,6,3,4,2,0
46,"near-aligned","near-anchor",4,3,1,"50",47,"pie",57,"A",46,5,7,20,13,2,7,5,3,6,0,4,1,2
27,"near-aligned","near-anchor",2,2,2,"50",21,"pie",57,"B",4,27,11,10,22,21,5,4,2,1,0,5,6,3
45,"far-from-aligned","far-anchor",5,9,0,"50",14,"line",57,"D",9,16,4,45,3,18,5,0,3,5,2,4,6,1
16,"near-aligned","far-anchor",9,1,1,"100",83,"line",57,"G",1,29,4,5,13,32,16,6,3,2,4,1,0,5
41,"far-from-aligned","far-anchor",9,5,1,"50",14,"line",57,"A",41,3,4,22,7,14,9,1,6,5,3,2,0,4
16,"near-aligned","far-anchor",9,2,1,"50",32,"pie",57,"B",10,16,13,8,19,19,15,4,2,1,5,6,0,3
25,"far-from-aligned","anchor",0,6,0,"0 and 25",6,"pie",57,"F",13,4,3,38,11,25,6,5,2,4,6,3,1,0
30,"near-aligned","far-anchor",5,2,0,"100",68,"line",57,"C",10,18,30,2,10,22,8,4,1,5,6,3,0,2
49,"far-from-aligned","near-anchor",1,11,1,"75",37,"pie",57,"A",49,4,10,13,9,3,12,4,5,6,0,1,3,2
15,"far-from-aligned","far-anchor",10,5,0,"25 and 50",30,"pie",57,"F",9,12,16,12,21,15,15,0,5,4,3,1,2,6
50,"aligned","anchor",0,0,0,"0 and 50",0,"pie",57,"D",13,2,5,50,14,7,9,4,3,6,0,1,5,2
49,"far-from-aligned","near-anchor",1,7,1,"25",18,"pie",57,"D",8,3,7,49,11,11,11,6,4,1,2,3,5,0
38,"near-aligned","far-anchor",12,3,2,"0",3,"pie",57,"D",5,3,16,38,10,6,22,2,0,5,1,4,6,3
47,"near-aligned","near-anchor",3,1,2,"75",27,"pie",57,"B",10,47,9,5,7,11,11,6,3,2,4,0,5,1
48,"far-from-aligned","near-anchor",2,5,2,"75",32,"line",57,"E",16,8,4,8,48,5,11,5,3,6,1,4,0,2
20,"far-from-aligned","far-anchor",5,6,0,"75",61,"pie",57,"C",3,2,20,19,15,22,19,3,4,5,6,2,1,0
45,"aligned","far-anchor",5,0,0,"0",0,"line",57,"D",11,11,10,45,5,6,12,4,3,1,0,6,5,2
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"line",57,"B",11,25,17,15,16,7,9,6,2,5,1,3,0,4
28,"aligned","near-anchor",3,0,2,"25",25,"line",58,"F",9,6,10,22,17,28,8,5,4,6,3,0,2,1
23,"far-from-aligned","near-anchor",2,6,2,"25",8,"line",58,"D",10,15,10,23,16,18,8,5,4,3,1,6,2,0
28,"near-aligned","near-anchor",3,3,2,"50",53,"line",58,"C",6,13,28,6,38,2,7,2,5,4,6,3,1,0
54,"aligned","far-anchor",4,0,1,"75",21,"pie",58,"B",11,54,6,4,6,10,9,6,3,2,4,0,5,1
29,"far-from-aligned","near-anchor",4,6,1,"25",31,"pie",58,"F",2,6,7,22,18,29,16,1,5,2,0,4,3,6
23,"aligned","near-anchor",2,0,2,"0",0,"line",58,"E",6,5,8,11,23,19,28,3,2,6,4,0,1,5
15,"far-from-aligned","far-anchor",10,7,0,"50",42,"pie",58,"C",16,13,15,14,22,16,4,2,5,3,4,1,6,0
49,"far-from-aligned","near-anchor",1,10,1,"50",11,"pie",58,"C",7,4,49,16,11,2,11,6,5,1,2,0,3,4
34,"near-aligned","far-anchor",9,1,1,"0",1,"pie",58,"F",20,1,3,19,5,34,18,6,0,4,5,2,1,3
41,"near-aligned","far-anchor",9,1,1,"0",1,"pie",58,"E",9,13,10,1,41,5,21,3,6,4,0,1,2,5
27,"aligned","near-anchor",2,0,2,"25",25,"pie",58,"B",13,27,15,9,16,10,10,5,2,0,4,6,1,3
24,"near-aligned","near-anchor",1,2,1,"75",53,"line",58,"E",11,6,10,9,24,14,26,2,1,0,5,4,6,3
39,"aligned","far-anchor",11,0,1,"25",25,"pie",58,"B",2,39,23,11,2,17,6,6,2,0,3,1,5,4
32,"far-from-aligned","far-anchor",7,8,2,"50",58,"pie",58,"B",11,32,10,8,10,23,6,0,5,6,3,1,4,2
19,"near-aligned","far-anchor",6,2,1,"75",54,"pie",58,"E",12,15,19,7,19,16,12,1,5,2,3,4,0,6
26,"near-aligned","near-anchor",1,3,1,"100",71,"pie",58,"C",22,3,26,13,13,16,7,3,6,5,2,4,0,1
43,"near-aligned","far-anchor",7,3,2,"50",4,"line",58,"C",8,23,43,14,1,7,4,3,2,1,6,4,5,0
33,"far-from-aligned","far-anchor",8,8,2,"25",33,"pie",58,"G",10,13,12,8,7,17,33,5,0,2,1,4,6,3
35,"far-from-aligned","far-anchor",10,6,0,"100",59,"pie",58,"C",8,3,35,13,19,16,6,0,4,5,3,1,2,6
19,"aligned","far-anchor",6,0,1,"50",31,"line",58,"B",27,19,5,7,12,11,19,3,2,5,6,1,4,0
31,"far-from-aligned","far-anchor",6,9,1,"75",35,"line",58,"D",16,7,12,31,13,3,18,2,0,1,3,5,4,6
28,"far-from-aligned","near-anchor",3,7,2,"50",57,"pie",58,"E",14,15,9,7,28,10,17,4,6,0,3,5,1,2
51,"far-from-aligned","far-anchor",1,11,1,"75",13,"pie",58,"A",51,11,7,3,6,6,16,2,3,1,4,0,6,5
45,"far-from-aligned","far-anchor",5,8,0,"50",42,"pie",58,"G",5,14,13,17,1,5,45,1,2,6,3,4,0,5
32,"near-aligned","far-anchor",7,1,2,"75",42,"line",58,"E",10,11,17,4,32,15,11,0,5,2,3,4,6,1
39,"far-from-aligned","far-anchor",11,6,1,"50",17,"pie",58,"A",39,9,8,9,7,15,13,2,3,1,0,5,4,6
47,"near-aligned","near-anchor",3,2,2,"50",5,"pie",58,"C",15,4,47,6,9,14,5,5,6,1,2,3,4,0
36,"aligned","far-anchor",11,0,1,"25",25,"pie",58,"E",6,1,21,24,36,6,6,3,0,6,1,2,5,4
35,"far-from-aligned","far-anchor",10,7,0,"100",58,"line",58,"C",4,21,35,7,13,16,4,1,2,5,6,3,4,0
20,"near-aligned","far-anchor",5,1,0,"100",79,"line",58,"G",1,16,8,19,17,19,20,6,3,2,1,0,4,5
50,"near-aligned","anchor",0,4,0,"0 and 50",4,"pie",58,"C",10,13,50,4,2,3,18,3,5,1,0,6,4,2
50,"far-from-aligned","anchor",0,7,0,"25 and 75",18,"pie",58,"G",7,5,8,10,7,13,50,6,0,3,5,4,1,2
25,"aligned","anchor",0,0,0,"25 and 50",25,"line",58,"D",21,4,23,25,8,13,6,0,1,6,2,4,3,5
44,"aligned","far-anchor",6,0,1,"50",50,"line",58,"G",10,9,2,20,6,9,44,3,2,1,0,6,4,5
44,"near-aligned","far-anchor",6,4,1,"50",46,"pie",58,"E",4,9,10,16,44,6,11,2,3,6,1,5,0,4
24,"far-from-aligned","near-anchor",1,11,1,"75",64,"line",58,"D",15,6,13,24,18,12,12,2,3,4,5,0,6,1
41,"aligned","far-anchor",9,0,1,"50",9,"line",58,"G",3,11,17,13,9,6,41,4,5,3,6,0,2,1
46,"far-from-aligned","near-anchor",4,7,1,"75",36,"pie",58,"A",46,3,10,15,3,15,8,4,5,2,6,3,0,1
41,"near-aligned","far-anchor",9,3,1,"75",31,"line",58,"D",3,4,7,41,20,17,8,1,4,6,3,2,5,0
29,"aligned","near-anchor",4,0,1,"0",0,"pie",58,"A",29,5,10,6,28,5,17,0,6,3,4,2,1,5
19,"aligned","far-anchor",6,0,1,"25",6,"pie",58,"F",12,8,26,6,8,19,21,6,4,5,0,2,1,3
33,"far-from-aligned","far-anchor",8,6,2,"0",6,"pie",58,"D",6,7,3,33,14,27,10,0,2,5,1,4,3,6
50,"far-from-aligned","anchor",0,5,0,"0 and 50",5,"pie",58,"G",2,16,13,5,9,5,50,2,4,5,6,3,0,1
16,"aligned","far-anchor",9,0,1,"25",25,"line",58,"A",16,24,8,22,5,8,17,2,6,5,4,3,1,0
20,"near-aligned","far-anchor",5,1,0,"50",29,"pie",58,"D",6,5,7,20,23,20,19,1,3,6,2,0,4,5
22,"far-from-aligned","near-anchor",3,7,2,"25",10,"line",58,"E",9,13,10,22,22,10,14,3,6,0,5,1,4,2
50,"far-from-aligned","anchor",0,12,0,"0 and 50",12,"line",58,"A",50,12,8,13,12,4,1,1,0,5,4,6,3,2
28,"far-from-aligned","near-anchor",3,9,2,"25",34,"line",58,"G",8,5,25,13,8,13,28,0,4,6,2,5,1,3
17,"far-from-aligned","far-anchor",8,5,2,"50",45,"pie",58,"A",17,22,27,9,7,12,6,3,4,1,6,5,0,2
34,"near-aligned","far-anchor",9,1,1,"100",65,"line",58,"E",20,1,11,5,34,9,20,3,6,2,1,5,4,0
42,"near-aligned","far-anchor",8,4,2,"0 and 50",4,"line",58,"E",14,13,10,4,42,9,8,6,4,3,0,1,2,5
29,"near-aligned","near-anchor",4,4,1,"100",67,"line",58,"E",4,26,10,4,29,16,11,6,3,0,1,5,4,2
41,"near-aligned","far-anchor",9,3,1,"0",3,"line",58,"E",19,3,4,7,41,17,9,3,0,4,5,1,6,2
46,"far-from-aligned","near-anchor",4,9,1,"50",13,"pie",58,"F",13,6,11,6,8,46,10,0,5,2,3,6,1,4
48,"near-aligned","near-anchor",2,4,2,"50",46,"pie",58,"D",5,9,6,48,3,7,22,4,0,6,5,3,1,2
28,"near-aligned","near-anchor",3,2,2,"100",70,"line",58,"G",11,2,17,10,22,10,28,4,6,0,3,1,2,5
30,"near-aligned","far-anchor",5,3,0,"50",53,"pie",58,"G",9,12,15,8,9,17,30,1,4,2,3,0,6,5
51,"far-from-aligned","far-anchor",1,9,1,"25",34,"line",58,"B",7,51,8,19,1,7,7,5,4,6,1,3,2,0
37,"near-aligned","far-anchor",12,4,2,"25",21,"line",58,"G",9,13,6,12,18,5,37,1,5,3,0,4,6,2
32,"far-from-aligned","far-anchor",7,8,2,"25",33,"line",58,"G",17,10,6,10,10,15,32,2,4,0,1,6,5,3
44,"aligned","far-anchor",6,0,1,"0",0,"pie",58,"E",5,8,15,5,44,20,3,5,2,6,4,0,1,3
21,"far-from-aligned","near-anchor",4,10,1,"50",40,"pie",58,"C",24,23,21,12,5,11,4,0,5,3,4,2,1,6
32,"aligned","far-anchor",7,0,2,"50",18,"line",58,"D",8,7,11,32,5,6,31,5,0,1,2,3,4,6
48,"aligned","near-anchor",2,0,2,"50",2,"pie",58,"D",23,11,2,48,4,7,5,4,3,0,1,6,2,5
49,"far-from-aligned","near-anchor",1,10,1,"50",40,"line",58,"F",4,11,5,12,13,49,6,4,6,1,3,2,5,0
29,"aligned","near-anchor",4,0,1,"25",25,"pie",58,"B",9,29,16,15,2,20,9,3,2,1,5,4,6,0
29,"aligned","near-anchor",4,0,1,"25",25,"pie",58,"B",20,29,3,13,12,15,8,4,2,6,1,0,3,5
26,"far-from-aligned","near-anchor",1,5,1,"75",44,"pie",58,"F",6,2,11,15,19,26,21,1,2,6,0,5,4,3
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",58,"D",5,11,7,25,20,6,26,6,1,2,4,5,3,0
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",58,"F",9,7,16,6,22,25,15,5,2,6,1,3,4,0
37,"far-from-aligned","far-anchor",12,6,2,"0",6,"line",58,"A",37,6,9,6,19,18,5,1,6,3,0,4,2,5
50,"near-aligned","anchor",0,3,0,"0 and 50",3,"line",58,"G",17,3,4,9,10,7,50,4,0,2,5,6,3,1
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"pie",58,"F",8,14,3,14,4,50,7,6,1,2,5,0,3,4
54,"far-from-aligned","far-anchor",4,6,1,"25",31,"line",58,"B",12,54,6,10,4,9,5,2,4,5,3,1,6,0
17,"aligned","far-anchor",8,0,2,"100",83,"line",58,"F",8,15,17,20,15,17,8,0,5,3,2,4,6,1
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",58,"C",4,10,25,10,21,21,9,5,3,4,2,0,6,1
18,"aligned","far-anchor",7,0,2,"75",57,"pie",58,"D",17,17,3,18,21,8,16,3,5,0,4,1,6,2
47,"aligned","near-anchor",3,0,2,"50",3,"line",58,"D",9,8,6,47,9,18,3,6,3,2,1,5,4,0
50,"far-from-aligned","anchor",0,6,0,"50 and 100",44,"line",58,"B",10,50,6,11,5,13,5,3,5,6,0,4,2,1
24,"far-from-aligned","near-anchor",1,6,1,"25",7,"line",58,"B",15,24,7,7,23,14,10,5,1,0,2,6,4,3
21,"near-aligned","near-anchor",4,3,1,"75",72,"line",58,"E",33,17,7,3,21,6,13,1,2,6,4,5,3,0
43,"near-aligned","far-anchor",7,1,2,"100",56,"pie",58,"D",29,16,1,43,1,6,4,3,1,6,5,2,4,0
42,"far-from-aligned","far-anchor",8,5,2,"25",20,"line",58,"E",19,9,11,2,42,8,9,5,1,0,6,2,3,4
46,"near-aligned","near-anchor",4,3,1,"50",47,"pie",58,"B",2,46,7,16,4,23,2,0,5,6,2,3,1,4
46,"near-aligned","near-anchor",4,4,1,"25",21,"pie",58,"E",5,4,9,5,46,15,16,6,5,3,0,2,4,1
23,"near-aligned","near-anchor",2,1,2,"25 and 50",26,"line",58,"G",13,6,15,27,11,5,23,6,4,0,5,1,3,2
48,"aligned","near-anchor",2,0,2,"50",2,"line",58,"E",10,6,2,20,48,10,4,6,5,0,4,1,3,2
16,"near-aligned","far-anchor",9,3,1,"75",72,"pie",58,"E",6,6,37,11,16,12,12,3,1,2,0,5,6,4
39,"near-aligned","far-anchor",11,4,1,"50",7,"pie",58,"B",22,39,8,2,3,19,7,3,1,5,2,6,4,0
23,"near-aligned","near-anchor",2,1,2,"75",74,"pie",58,"E",21,22,9,7,23,3,15,1,2,4,3,5,6,0
50,"near-aligned","anchor",0,3,0,"0 and 50",3,"line",58,"F",4,15,10,11,3,50,7,4,6,3,2,0,1,5
26,"far-from-aligned","near-anchor",1,6,1,"100",68,"line",58,"A",26,20,25,5,6,16,2,5,3,2,0,6,4,1
53,"far-from-aligned","far-anchor",3,7,2,"25",32,"line",58,"E",5,7,6,9,53,8,12,1,5,3,2,4,6,0
51,"far-from-aligned","far-anchor",1,11,1,"100",38,"line",58,"G",8,7,11,5,10,8,51,2,3,6,1,0,4,5
31,"near-aligned","far-anchor",6,2,1,"100",67,"line",58,"C",13,14,31,16,13,2,11,4,3,5,2,0,6,1
29,"aligned","near-anchor",4,0,1,"25",25,"line",58,"G",23,20,10,5,12,1,29,3,1,5,0,6,4,2
21,"far-from-aligned","near-anchor",4,10,1,"75",64,"pie",59,"E",14,17,18,8,21,7,15,3,4,0,1,5,2,6
26,"aligned","near-anchor",1,0,1,"75",49,"pie",59,"B",10,26,20,13,6,17,8,2,4,3,0,1,6,5
24,"far-from-aligned","near-anchor",1,6,1,"75",69,"pie",59,"F",6,26,7,21,8,24,8,0,4,6,1,3,5,2
55,"near-aligned","far-anchor",5,1,0,"0",1,"line",59,"D",8,4,4,55,16,12,1,5,4,6,1,2,3,0
15,"far-from-aligned","far-anchor",10,5,0,"25",15,"pie",59,"C",15,11,15,27,15,13,4,2,5,1,4,0,6,3
54,"near-aligned","far-anchor",4,3,1,"0",3,"pie",59,"C",6,4,54,16,3,8,9,2,3,1,6,0,5,4
53,"far-from-aligned","far-anchor",3,6,2,"25",31,"pie",59,"E",3,4,15,13,53,7,5,6,1,3,5,4,2,0
31,"aligned","far-anchor",6,0,1,"100",69,"line",59,"C",16,3,31,11,4,24,11,1,5,6,2,4,3,0
15,"near-aligned","far-anchor",10,4,0,"25",21,"line",59,"G",15,13,21,15,14,7,15,2,5,0,6,3,4,1
39,"far-from-aligned","far-anchor",11,7,1,"50 and 75",43,"line",59,"E",15,3,6,7,39,1,29,5,6,2,1,4,0,3
55,"near-aligned","far-anchor",5,1,0,"0",1,"line",59,"C",6,7,55,21,5,1,5,2,5,1,6,3,0,4
22,"near-aligned","near-anchor",3,2,2,"50",30,"line",59,"C",7,19,22,11,7,22,12,3,1,2,0,6,4,5
23,"near-aligned","near-anchor",2,3,2,"25",22,"pie",59,"A",23,32,13,2,18,8,4,2,4,6,5,1,3,0
45,"far-from-aligned","far-anchor",5,8,0,"75",38,"pie",59,"A",45,8,9,7,14,15,2,4,5,6,3,2,1,0
44,"far-from-aligned","far-anchor",6,8,1,"25",17,"pie",59,"B",3,44,12,5,8,22,6,5,2,0,1,3,6,4
48,"aligned","near-anchor",2,0,2,"25",25,"line",59,"B",12,48,15,5,10,2,8,1,3,6,2,5,4,0
18,"aligned","far-anchor",7,0,2,"50",32,"pie",59,"B",9,18,11,9,23,7,23,6,2,3,0,4,5,1
27,"near-aligned","near-anchor",2,1,2,"50",51,"pie",59,"A",27,10,8,17,14,16,8,4,3,0,2,5,1,6
